,datetime,MAG_K500
14345,2021-06-19 16:44:58+00:00,40.2834327555237
14346,2021-06-19 16:44:59+00:00,40.29638758380196
14347,2021-06-19 16:45:00+00:00,40.30849381450734
14348,2021-06-19 16:45:01+00:00,40.32102662948513
14349,2021-06-19 16:45:02+00:00,40.334172111977445
14350,2021-06-19 16:45:03+00:00,40.34715164451589
14351,2021-06-19 16:45:04+00:00,40.36078551028548
14352,2021-06-19 16:45:05+00:00,40.37480680043811
14353,2021-06-19 16:45:06+00:00,40.38900169402059
14354,2021-06-19 16:45:07+00:00,40.403196587603084
14355,2021-06-19 16:45:08+00:00,40.417391481185575
14356,2021-06-19 16:45:09+00:00,40.43370646093555
14357,2021-06-19 16:45:10+00:00,40.44872322631908
14358,2021-06-19 16:45:11+00:00,40.46301547341459
14359,2021-06-19 16:45:12+00:00,40.47674991068639
14360,2021-06-19 16:45:13+00:00,40.49055755877786
14361,2021-06-19 16:45:14+00:00,40.503439292283595
14362,2021-06-19 16:45:15+00:00,40.51289843334066
14363,2021-06-19 16:45:16+00:00,40.521874368336874
14364,2021-06-19 16:45:17+00:00,40.530145339430746
14365,2021-06-19 16:45:18+00:00,40.53841631052461
14366,2021-06-19 16:45:19+00:00,40.545807145478406
14367,2021-06-19 16:45:20+00:00,40.552744838368874
14368,2021-06-19 16:45:21+00:00,40.55944309539089
14369,2021-06-19 16:45:22+00:00,40.566025971121725
14370,2021-06-19 16:45:23+00:00,40.5719666084627
14371,2021-06-19 16:45:24+00:00,40.57755100696275
14372,2021-06-19 16:45:25+00:00,40.5829010803881
14373,2021-06-19 16:45:26+00:00,40.58769053665517
14374,2021-06-19 16:45:27+00:00,40.59147992892463
14375,2021-06-19 16:45:28+00:00,40.595382909333516
14376,2021-06-19 16:45:29+00:00,40.6000152786743
14377,2021-06-19 16:45:30+00:00,40.606610073618135
14378,2021-06-19 16:45:31+00:00,40.61365796930695
14379,2021-06-19 16:45:32+00:00,40.620447800288645
14380,2021-06-19 16:45:33+00:00,40.62764888035177
14381,2021-06-19 16:45:34+00:00,40.63523590621683
14382,2021-06-19 16:45:35+00:00,40.64242623823913
14383,2021-06-19 16:45:36+00:00,40.650303605269116
14384,2021-06-19 16:45:37+00:00,40.65774314294868
14385,2021-06-19 16:45:38+00:00,40.66483399099681
14386,2021-06-19 16:45:39+00:00,40.67642355350174
14387,2021-06-19 16:45:40+00:00,40.686370267067815
14388,2021-06-19 16:45:41+00:00,40.6899511624154
14389,2021-06-19 16:45:42+00:00,40.69395318075322
14390,2021-06-19 16:45:43+00:00,40.700154553697054
14391,2021-06-19 16:45:44+00:00,40.707728242804215
14392,2021-06-19 16:45:45+00:00,40.715684507205566
14393,2021-06-19 16:45:46+00:00,40.72432219849911
14394,2021-06-19 16:45:47+00:00,40.73295988979266
14395,2021-06-19 16:45:48+00:00,40.74034340235047
14396,2021-06-19 16:45:49+00:00,40.74706088274563
14397,2021-06-19 16:45:50+00:00,40.75303980558229
14398,2021-06-19 16:45:51+00:00,40.75964794237938
14399,2021-06-19 16:45:52+00:00,40.76537277578628
14400,2021-06-19 16:45:53+00:00,40.76917376555575
14401,2021-06-19 16:45:54+00:00,40.77211956347304
14402,2021-06-19 16:45:55+00:00,40.77528182522409
14403,2021-06-19 16:45:56+00:00,40.778187853053986
14404,2021-06-19 16:45:57+00:00,40.78093877639105
14405,2021-06-19 16:45:58+00:00,40.77947803763498
14406,2021-06-19 16:45:59+00:00,40.77774447876507
14407,2021-06-19 16:46:00+00:00,40.77524589481959
14408,2021-06-19 16:46:01+00:00,40.772496468856744
14409,2021-06-19 16:46:02+00:00,40.76864137844194
14410,2021-06-19 16:46:03+00:00,40.762778149301724
14411,2021-06-19 16:46:04+00:00,40.75845202010186
14412,2021-06-19 16:46:05+00:00,40.75295650321827
14413,2021-06-19 16:46:06+00:00,40.74718800992493
14414,2021-06-19 16:46:07+00:00,40.74190488541268
14415,2021-06-19 16:46:08+00:00,40.73698745155883
14416,2021-06-19 16:46:09+00:00,40.73126167799872
14417,2021-06-19 16:46:10+00:00,40.7255359044386
14418,2021-06-19 16:46:11+00:00,40.71981013087849
14419,2021-06-19 16:46:12+00:00,40.71372494728544
14420,2021-06-19 16:46:13+00:00,40.70756768940107
14421,2021-06-19 16:46:14+00:00,40.70070258945681
14422,2021-06-19 16:46:15+00:00,40.69315714557799
14423,2021-06-19 16:46:16+00:00,40.68474329836459
14424,2021-06-19 16:46:17+00:00,40.674058234976336
14425,2021-06-19 16:46:18+00:00,40.66182710787796
14426,2021-06-19 16:46:19+00:00,40.649481049213705
14427,2021-06-19 16:46:20+00:00,40.636310779718634
14428,2021-06-19 16:46:21+00:00,40.62298762309496
14429,2021-06-19 16:46:22+00:00,40.6088792366708
14430,2021-06-19 16:46:23+00:00,40.5931157766962
14431,2021-06-19 16:46:24+00:00,40.575752967185636
14432,2021-06-19 16:46:25+00:00,40.55807189552705
14433,2021-06-19 16:46:26+00:00,40.53875550959408
14434,2021-06-19 16:46:27+00:00,40.51875668253684
14435,2021-06-19 16:46:28+00:00,40.49838875845538
14436,2021-06-19 16:46:29+00:00,40.47765672551673
14437,2021-06-19 16:46:30+00:00,40.456853425732135
14438,2021-06-19 16:46:31+00:00,40.436050125947546
14439,2021-06-19 16:46:32+00:00,40.41976027720575
14440,2021-06-19 16:46:33+00:00,40.40316623794581
14441,2021-06-19 16:46:34+00:00,40.3865721986859
14442,2021-06-19 16:46:35+00:00,40.36969808966448
14443,2021-06-19 16:46:36+00:00,40.35275726352799
14444,2021-06-19 16:46:37+00:00,40.335126360700876
14445,2021-06-19 16:46:38+00:00,40.318129366215786
14446,2021-06-19 16:46:39+00:00,40.30235977195341
14447,2021-06-19 16:46:40+00:00,40.2871045854357
14448,2021-06-19 16:46:41+00:00,40.27293239276463
14449,2021-06-19 16:46:42+00:00,40.25931927818195
14450,2021-06-19 16:46:43+00:00,40.24651276301257
14451,2021-06-19 16:46:44+00:00,40.23445641127693
14452,2021-06-19 16:46:45+00:00,40.222924859218395
14453,2021-06-19 16:46:46+00:00,40.21272156135636
14454,2021-06-19 16:46:47+00:00,40.203116504407596
14455,2021-06-19 16:46:48+00:00,40.194421720286016
14456,2021-06-19 16:46:49+00:00,40.186789718788205
14457,2021-06-19 16:46:50+00:00,40.179714409980505
14458,2021-06-19 16:46:51+00:00,40.17250854327518
14459,2021-06-19 16:46:52+00:00,40.16569847390012
14460,2021-06-19 16:46:53+00:00,40.15967005880858
14461,2021-06-19 16:46:54+00:00,40.155223522137604
14462,2021-06-19 16:46:55+00:00,40.15148242024471
14463,2021-06-19 16:46:56+00:00,40.1483862893306
14464,2021-06-19 16:46:57+00:00,40.14594656750784
14465,2021-06-19 16:46:58+00:00,40.14379805380797
14466,2021-06-19 16:46:59+00:00,40.14199016574437
14467,2021-06-19 16:47:00+00:00,40.14075240162078
14468,2021-06-19 16:47:01+00:00,40.13567184443545
14469,2021-06-19 16:47:02+00:00,40.12686179969293
14470,2021-06-19 16:47:03+00:00,40.118768148738795
14471,2021-06-19 16:47:04+00:00,40.110305099342526
14472,2021-06-19 16:47:05+00:00,40.10804548508259
14473,2021-06-19 16:47:06+00:00,40.105950048518224
14474,2021-06-19 16:47:07+00:00,40.10286292602956
14475,2021-06-19 16:47:08+00:00,40.099806241258904
14476,2021-06-19 16:47:09+00:00,40.09681872071417
14477,2021-06-19 16:47:10+00:00,40.094195008988436
14478,2021-06-19 16:47:11+00:00,40.09179302732557
14479,2021-06-19 16:47:12+00:00,40.0888425253149
14480,2021-06-19 16:47:13+00:00,40.08636655006954
14481,2021-06-19 16:47:14+00:00,40.083890574824174
14482,2021-06-19 16:47:15+00:00,40.08197921437579
14483,2021-06-19 16:47:16+00:00,40.080307432846595
14484,2021-06-19 16:47:17+00:00,40.07791365030806
14485,2021-06-19 16:47:18+00:00,40.07425058826362
14486,2021-06-19 16:47:19+00:00,40.07114842858947
14487,2021-06-19 16:47:20+00:00,40.067236384870995
14488,2021-06-19 16:47:21+00:00,40.06303962970061
14489,2021-06-19 16:47:22+00:00,40.05884287453022
14490,2021-06-19 16:47:23+00:00,40.0544027834178
14491,2021-06-19 16:47:24+00:00,40.04964064232932
14492,2021-06-19 16:47:25+00:00,40.04460978258498
14493,2021-06-19 16:47:26+00:00,40.0400004281078
14494,2021-06-19 16:47:27+00:00,40.035395380102635
14495,2021-06-19 16:47:28+00:00,40.03047790532757
14496,2021-06-19 16:47:29+00:00,40.026096913315044
14497,2021-06-19 16:47:30+00:00,40.02201216767139
14498,2021-06-19 16:47:31+00:00,40.0176859702488
14499,2021-06-19 16:47:32+00:00,40.01296650205676
14500,2021-06-19 16:47:33+00:00,40.00791058728704
14501,2021-06-19 16:47:34+00:00,40.00285467251733
14502,2021-06-19 16:47:35+00:00,39.99779875774762
14503,2021-06-19 16:47:36+00:00,39.99304966106535
14504,2021-06-19 16:47:37+00:00,39.988765602684346
14505,2021-06-19 16:47:38+00:00,39.9854458693137
14506,2021-06-19 16:47:39+00:00,39.98583689522848
14507,2021-06-19 16:47:40+00:00,39.98610668752976
14508,2021-06-19 16:47:41+00:00,39.986370257937644
14509,2021-06-19 16:47:42+00:00,39.98701159882154
14510,2021-06-19 16:47:43+00:00,39.986645948964416
14511,2021-06-19 16:47:44+00:00,39.986326665295465
14512,2021-06-19 16:47:45+00:00,39.98654477104979
14513,2021-06-19 16:47:46+00:00,39.98576234141139
14514,2021-06-19 16:47:47+00:00,39.984617659075646
14515,2021-06-19 16:47:48+00:00,39.98411783677139
14516,2021-06-19 16:47:49+00:00,39.9826032057527
14517,2021-06-19 16:47:50+00:00,39.98108150539469
14518,2021-06-19 16:47:51+00:00,39.979106449892974
14519,2021-06-19 16:47:52+00:00,39.977077457804306
14520,2021-06-19 16:47:53+00:00,39.975051769076906
14521,2021-06-19 16:47:54+00:00,39.97303252410597
14522,2021-06-19 16:47:55+00:00,39.971016422188306
14523,2021-06-19 16:47:56+00:00,39.974825419370156
14524,2021-06-19 16:47:57+00:00,39.97870158596434
14525,2021-06-19 16:47:58+00:00,39.980764620580764
14526,2021-06-19 16:47:59+00:00,39.98286322526318
14527,2021-06-19 16:48:00+00:00,39.98816204373812
14528,2021-06-19 16:48:01+00:00,39.9939902014049
14529,2021-06-19 16:48:02+00:00,39.999567447118324
14530,2021-06-19 16:48:03+00:00,40.014930815988414
14531,2021-06-19 16:48:04+00:00,40.02817026902077
14532,2021-06-19 16:48:05+00:00,40.04153778093294
14533,2021-06-19 16:48:06+00:00,40.05644118122384
14534,2021-06-19 16:48:07+00:00,40.07027375240531
14535,2021-06-19 16:48:08+00:00,40.08440912314459
14536,2021-06-19 16:48:09+00:00,40.098668747164496
14537,2021-06-19 16:48:10+00:00,40.11358840295697
14538,2021-06-19 16:48:11+00:00,40.128173974053034
14539,2021-06-19 16:48:12+00:00,40.14473611775684
14540,2021-06-19 16:48:13+00:00,40.16165461466537
14541,2021-06-19 16:48:14+00:00,40.17901175274009
14542,2021-06-19 16:48:15+00:00,40.1965478247602
14543,2021-06-19 16:48:16+00:00,40.21455705592086
14544,2021-06-19 16:48:17+00:00,40.2337115044896
14545,2021-06-19 16:48:18+00:00,40.25286595305834
14546,2021-06-19 16:48:19+00:00,40.272020401627074
14547,2021-06-19 16:48:20+00:00,40.29155607927601
14548,2021-06-19 16:48:21+00:00,40.31147847136787
14549,2021-06-19 16:48:22+00:00,40.331559933296184
14550,2021-06-19 16:48:23+00:00,40.351670878718636
14551,2021-06-19 16:48:24+00:00,40.37341138304277
14552,2021-06-19 16:48:25+00:00,40.396713484189505
14553,2021-06-19 16:48:26+00:00,40.42088452680262
14554,2021-06-19 16:48:27+00:00,40.44718833229604
14555,2021-06-19 16:48:28+00:00,40.47349213778945
14556,2021-06-19 16:48:29+00:00,40.50070820184386
14557,2021-06-19 16:48:30+00:00,40.52798472785737
14558,2021-06-19 16:48:31+00:00,40.555079736028446
14559,2021-06-19 16:48:32+00:00,40.582728145203745
14560,2021-06-19 16:48:33+00:00,40.61084657617357
14561,2021-06-19 16:48:34+00:00,40.63990950910372
14562,2021-06-19 16:48:35+00:00,40.6697472822494
14563,2021-06-19 16:48:36+00:00,40.69976286186271
14564,2021-06-19 16:48:37+00:00,40.730188783031295
14565,2021-06-19 16:48:38+00:00,40.761007420800425
14566,2021-06-19 16:48:39+00:00,40.79175526239157
14567,2021-06-19 16:48:40+00:00,40.8225031039827
14568,2021-06-19 16:48:41+00:00,40.85325094557383
14569,2021-06-19 16:48:42+00:00,40.88399878716496
14570,2021-06-19 16:48:43+00:00,40.91600837365372
14571,2021-06-19 16:48:44+00:00,40.94842492345809
14572,2021-06-19 16:48:45+00:00,40.98059614354296
14573,2021-06-19 16:48:46+00:00,41.01251872606424
14574,2021-06-19 16:48:47+00:00,41.044013747254866
14575,2021-06-19 16:48:48+00:00,41.07557250589502
14576,2021-06-19 16:48:49+00:00,41.107015477869716
14577,2021-06-19 16:48:50+00:00,41.13819217838239
14578,2021-06-19 16:48:51+00:00,41.17064800993972
14579,2021-06-19 16:48:52+00:00,41.202853539010604
14580,2021-06-19 16:48:53+00:00,41.23472703296422
14581,2021-06-19 16:48:54+00:00,41.26668335498014
14582,2021-06-19 16:48:55+00:00,41.29905909256743
14583,2021-06-19 16:48:56+00:00,41.33117423146514
14584,2021-06-19 16:48:57+00:00,41.363669363858435
14585,2021-06-19 16:48:58+00:00,41.3962217488036
14586,2021-06-19 16:48:59+00:00,41.42847896291483
14587,2021-06-19 16:49:00+00:00,41.46073617702606
14588,2021-06-19 16:49:01+00:00,41.49291162124947
14589,2021-06-19 16:49:02+00:00,41.52480336839444
14590,2021-06-19 16:49:03+00:00,41.55619951083318
14591,2021-06-19 16:49:04+00:00,41.58756515469517
14592,2021-06-19 16:49:05+00:00,41.618455151539656
14593,2021-06-19 16:49:06+00:00,41.64986328960388
14594,2021-06-19 16:49:07+00:00,41.68095326341291
14595,2021-06-19 16:49:08+00:00,41.71239412251244
14596,2021-06-19 16:49:09+00:00,41.74323892579673
14597,2021-06-19 16:49:10+00:00,41.774029066750956
14598,2021-06-19 16:49:11+00:00,41.80480584682617
14599,2021-06-19 16:49:12+00:00,41.836163183534545
14600,2021-06-19 16:49:13+00:00,41.86759513443008
14601,2021-06-19 16:49:14+00:00,41.900789958891245
14602,2021-06-19 16:49:15+00:00,41.93313161084218
14603,2021-06-19 16:49:16+00:00,41.96468031419438
14604,2021-06-19 16:49:17+00:00,41.996508108149676
14605,2021-06-19 16:49:18+00:00,42.02805955587293
14606,2021-06-19 16:49:19+00:00,42.05901146290843
14607,2021-06-19 16:49:20+00:00,42.08873485937534
14608,2021-06-19 16:49:21+00:00,42.11751807687484
14609,2021-06-19 16:49:22+00:00,42.145559282880505
14610,2021-06-19 16:49:23+00:00,42.17296575887087
14611,2021-06-19 16:49:24+00:00,42.20004463414517
14612,2021-06-19 16:49:25+00:00,42.229951230443945
14613,2021-06-19 16:49:26+00:00,42.25963471933196
14614,2021-06-19 16:49:27+00:00,42.2892081990656
14615,2021-06-19 16:49:28+00:00,42.317877537996885
14616,2021-06-19 16:49:29+00:00,42.3470716274733
14617,2021-06-19 16:49:30+00:00,42.37572769791456
14618,2021-06-19 16:49:31+00:00,42.40499241901114
14619,2021-06-19 16:49:32+00:00,42.43480697970652
14620,2021-06-19 16:49:33+00:00,42.464895470273696
14621,2021-06-19 16:49:34+00:00,42.495912694793866
14622,2021-06-19 16:49:35+00:00,42.5274139064157
14623,2021-06-19 16:49:36+00:00,42.55842779491383
14624,2021-06-19 16:49:37+00:00,42.58796323071317
14625,2021-06-19 16:49:38+00:00,42.61639746180636
14626,2021-06-19 16:49:39+00:00,42.64371081774031
14627,2021-06-19 16:49:40+00:00,42.67143371674068
14628,2021-06-19 16:49:41+00:00,42.69853125568676
14629,2021-06-19 16:49:42+00:00,42.725015983846085
14630,2021-06-19 16:49:43+00:00,42.75118386965315
14631,2021-06-19 16:49:44+00:00,42.776941559074196
14632,2021-06-19 16:49:45+00:00,42.80184476994934
14633,2021-06-19 16:49:46+00:00,42.82311735637549
14634,2021-06-19 16:49:47+00:00,42.843625199162126
14635,2021-06-19 16:49:48+00:00,42.86479538477257
14636,2021-06-19 16:49:49+00:00,42.885154819395716
14637,2021-06-19 16:49:50+00:00,42.9082459240355
14638,2021-06-19 16:49:51+00:00,42.931601977238735
14639,2021-06-19 16:49:52+00:00,42.95446853905132
14640,2021-06-19 16:49:53+00:00,42.978182772013476
14641,2021-06-19 16:49:54+00:00,42.9985194901226
14642,2021-06-19 16:49:55+00:00,43.017372305584075
14643,2021-06-19 16:49:56+00:00,43.03535584291773
14644,2021-06-19 16:49:57+00:00,43.053265957963106
14645,2021-06-19 16:49:58+00:00,43.071941931406535
14646,2021-06-19 16:49:59+00:00,43.092519980655176
14647,2021-06-19 16:50:00+00:00,43.11304754261338
14648,2021-06-19 16:50:01+00:00,43.133912072714715
14649,2021-06-19 16:50:02+00:00,43.155478028934766
14650,2021-06-19 16:50:03+00:00,43.1687270003993
14651,2021-06-19 16:50:04+00:00,43.16436683244585
14652,2021-06-19 16:50:05+00:00,43.16383685492213
14653,2021-06-19 16:50:06+00:00,43.16326076168839
14654,2021-06-19 16:50:07+00:00,43.16561054119854
14655,2021-06-19 16:50:08+00:00,43.16747486831405
14656,2021-06-19 16:50:09+00:00,43.168984211460675
14657,2021-06-19 16:50:10+00:00,43.169809191210966
14658,2021-06-19 16:50:11+00:00,43.171563623066014
14659,2021-06-19 16:50:12+00:00,43.172851524573154
14660,2021-06-19 16:50:13+00:00,43.17273971447929
14661,2021-06-19 16:50:14+00:00,43.17227679544655
14662,2021-06-19 16:50:15+00:00,43.172047525033605
14663,2021-06-19 16:50:16+00:00,43.17284019774409
14664,2021-06-19 16:50:17+00:00,43.17548744462601
14665,2021-06-19 16:50:18+00:00,43.17995311227221
14666,2021-06-19 16:50:19+00:00,43.183226333542095
14667,2021-06-19 16:50:20+00:00,43.18609402078475
14668,2021-06-19 16:50:21+00:00,43.18811284779551
14669,2021-06-19 16:50:22+00:00,43.18973515385197
14670,2021-06-19 16:50:23+00:00,43.19129774253727
14671,2021-06-19 16:50:24+00:00,43.19217356817385
14672,2021-06-19 16:50:25+00:00,43.192698284871554
14673,2021-06-19 16:50:26+00:00,43.1928718926304
14674,2021-06-19 16:50:27+00:00,43.19269439145037
14675,2021-06-19 16:50:28+00:00,43.19216578133147
14676,2021-06-19 16:50:29+00:00,43.19128606227369
14677,2021-06-19 16:50:30+00:00,43.190055234277054
14678,2021-06-19 16:50:31+00:00,43.18847329734153
14679,2021-06-19 16:50:32+00:00,43.18654025146714
14680,2021-06-19 16:50:33+00:00,43.18425609665389
14681,2021-06-19 16:50:34+00:00,43.18162083290177
14682,2021-06-19 16:50:35+00:00,43.17906696062608
14683,2021-06-19 16:50:36+00:00,43.175062181772
14684,2021-06-19 16:50:37+00:00,43.17105011889228
14685,2021-06-19 16:50:38+00:00,43.167397924312574
14686,2021-06-19 16:50:39+00:00,43.163447910820345
14687,2021-06-19 16:50:40+00:00,43.15962619101616
14688,2021-06-19 16:50:41+00:00,43.154703709552294
14689,2021-06-19 16:50:42+00:00,43.149430119149564
14690,2021-06-19 16:50:43+00:00,43.14616619612722
14691,2021-06-19 16:50:44+00:00,43.13974806748793
14692,2021-06-19 16:50:45+00:00,43.13260411247114
14693,2021-06-19 16:50:46+00:00,43.128367061737386
14694,2021-06-19 16:50:47+00:00,43.12419744676241
14695,2021-06-19 16:50:48+00:00,43.12076200981822
14696,2021-06-19 16:50:49+00:00,43.11983122602773
14697,2021-06-19 16:50:50+00:00,43.118549333298375
14698,2021-06-19 16:50:51+00:00,43.11405791789584
14699,2021-06-19 16:50:52+00:00,43.10921539355445
14700,2021-06-19 16:50:53+00:00,43.10402176027418
14701,2021-06-19 16:50:54+00:00,43.098477018055036
14702,2021-06-19 16:50:55+00:00,43.09258116689701
14703,2021-06-19 16:50:56+00:00,43.08633420680013
14704,2021-06-19 16:50:57+00:00,43.07973613776438
14705,2021-06-19 16:50:58+00:00,43.07278695978975
14706,2021-06-19 16:50:59+00:00,43.06587539332734
14707,2021-06-19 16:51:00+00:00,43.05861271792605
14708,2021-06-19 16:51:01+00:00,43.0509989335859
14709,2021-06-19 16:51:02+00:00,43.04303404030687
14710,2021-06-19 16:51:03+00:00,43.034718038088975
14711,2021-06-19 16:51:04+00:00,43.02537112797271
14712,2021-06-19 16:51:05+00:00,43.015673108917575
14713,2021-06-19 16:51:06+00:00,43.00562398092356
14714,2021-06-19 16:51:07+00:00,42.99522374399068
14715,2021-06-19 16:51:08+00:00,42.98447239811893
14716,2021-06-19 16:51:09+00:00,42.973369943308306
14717,2021-06-19 16:51:10+00:00,42.961916379558815
14718,2021-06-19 16:51:11+00:00,42.95011170687046
14719,2021-06-19 16:51:12+00:00,42.93795592524322
14720,2021-06-19 16:51:13+00:00,42.92544903467712
14721,2021-06-19 16:51:14+00:00,42.91837952616331
14722,2021-06-19 16:51:15+00:00,42.910528626363835
14723,2021-06-19 16:51:16+00:00,42.90181721895832
14724,2021-06-19 16:51:17+00:00,42.89234330225237
14725,2021-06-19 16:51:18+00:00,42.88251827660754
14726,2021-06-19 16:51:19+00:00,42.87234214202386
14727,2021-06-19 16:51:20+00:00,42.861814898501294
14728,2021-06-19 16:51:21+00:00,42.850936546039854
14729,2021-06-19 16:51:22+00:00,42.83970708463955
14730,2021-06-19 16:51:23+00:00,42.82812651430038
14731,2021-06-19 16:51:24+00:00,42.81619483502233
14732,2021-06-19 16:51:25+00:00,42.803912046805415
14733,2021-06-19 16:51:26+00:00,42.7916895500112
14734,2021-06-19 16:51:27+00:00,42.77955673983277
14735,2021-06-19 16:51:28+00:00,42.76766139845491
14736,2021-06-19 16:51:29+00:00,42.75558393744989
14737,2021-06-19 16:51:30+00:00,42.74360365047409
14738,2021-06-19 16:51:31+00:00,42.73127225455941
14739,2021-06-19 16:51:32+00:00,42.71858974970586
14740,2021-06-19 16:51:33+00:00,42.70555613591344
14741,2021-06-19 16:51:34+00:00,42.69235278024181
14742,2021-06-19 16:51:35+00:00,42.678984568696734
14743,2021-06-19 16:51:36+00:00,42.664783918588874
14744,2021-06-19 16:51:37+00:00,42.650232159542135
14745,2021-06-19 16:51:38+00:00,42.63581494531862
14746,2021-06-19 16:51:39+00:00,42.62104662215623
14747,2021-06-19 16:51:40+00:00,42.60592719005497
14748,2021-06-19 16:51:41+00:00,42.59045664901483
14749,2021-06-19 16:51:42+00:00,42.574634999035844
14750,2021-06-19 16:51:43+00:00,42.55846224011797
14751,2021-06-19 16:51:44+00:00,42.54193837226123
14752,2021-06-19 16:51:45+00:00,42.525561023699986
14753,2021-06-19 16:51:46+00:00,42.509342649756434
14754,2021-06-19 16:51:47+00:00,42.492673292440365
14755,2021-06-19 16:51:48+00:00,42.47617494109002
14756,2021-06-19 16:51:49+00:00,42.460616057166234
14757,2021-06-19 16:51:50+00:00,42.444961132857834
14758,2021-06-19 16:51:51+00:00,42.429638547557424
14759,2021-06-19 16:51:52+00:00,42.41396485331815
14760,2021-06-19 16:51:53+00:00,42.397940050139994
14761,2021-06-19 16:51:54+00:00,42.345048808380454
14762,2021-06-19 16:51:55+00:00,42.29356865743557
14763,2021-06-19 16:51:56+00:00,42.245512048088536
14764,2021-06-19 16:51:57+00:00,42.19897382306839
14765,2021-06-19 16:51:58+00:00,42.153612345411375
14766,2021-06-19 16:51:59+00:00,42.10825086775435
14767,2021-06-19 16:52:00+00:00,42.06348492573065
14768,2021-06-19 16:52:01+00:00,42.02006887665946
14769,2021-06-19 16:52:02+00:00,41.978822326207364
14770,2021-06-19 16:52:03+00:00,41.937807904219675
14771,2021-06-19 16:52:04+00:00,41.89750412455189
14772,2021-06-19 16:52:05+00:00,41.858046900448294
14773,2021-06-19 16:52:06+00:00,41.819896247816594
14774,2021-06-19 16:52:07+00:00,41.78102367864006
14775,2021-06-19 16:52:08+00:00,41.74541482217649
14776,2021-06-19 16:52:09+00:00,41.70980596571292
14777,2021-06-19 16:52:10+00:00,41.674197109249334
14778,2021-06-19 16:52:11+00:00,41.63858825278575
14779,2021-06-19 16:52:12+00:00,41.604944082525954
14780,2021-06-19 16:52:13+00:00,41.57129991226614
14781,2021-06-19 16:52:14+00:00,41.53679756828097
14782,2021-06-19 16:52:15+00:00,41.5022952242958
14783,2021-06-19 16:52:16+00:00,41.46779288031062
14784,2021-06-19 16:52:17+00:00,41.43760087348656
14785,2021-06-19 16:52:18+00:00,41.4082173427732
14786,2021-06-19 16:52:19+00:00,41.379392012996306
14787,2021-06-19 16:52:20+00:00,41.3528103064628
14788,2021-06-19 16:52:21+00:00,41.32932406781589
14789,2021-06-19 16:52:22+00:00,41.305508620703485
14790,2021-06-19 16:52:23+00:00,41.28183641528031
14791,2021-06-19 16:52:24+00:00,41.252934407856316
14792,2021-06-19 16:52:25+00:00,41.22458612857596
14793,2021-06-19 16:52:26+00:00,41.197417323274045
14794,2021-06-19 16:52:27+00:00,41.1739293451677
14795,2021-06-19 16:52:28+00:00,41.15086103628971
14796,2021-06-19 16:52:29+00:00,41.128062775607354
14797,2021-06-19 16:52:30+00:00,41.10717810171173
14798,2021-06-19 16:52:31+00:00,41.084333847900204
14799,2021-06-19 16:52:32+00:00,41.05779579533625
14800,2021-06-19 16:52:33+00:00,41.02908047699614
14801,2021-06-19 16:52:34+00:00,40.99793111401363
14802,2021-06-19 16:52:35+00:00,40.96474164027773
14803,2021-06-19 16:52:36+00:00,40.92773718246176
14804,2021-06-19 16:52:37+00:00,40.89012585883894
14805,2021-06-19 16:52:38+00:00,40.851625386457776
14806,2021-06-19 16:52:39+00:00,40.81154585858195
14807,2021-06-19 16:52:40+00:00,40.771466330706126
14808,2021-06-19 16:52:41+00:00,40.73078366203202
14809,2021-06-19 16:52:42+00:00,40.68793419804167
14810,2021-06-19 16:52:43+00:00,40.64507723980085
14811,2021-06-19 16:52:44+00:00,40.60073834148582
14812,2021-06-19 16:52:45+00:00,40.55639944317078
14813,2021-06-19 16:52:46+00:00,40.51206054485576
14814,2021-06-19 16:52:47+00:00,40.46772164654072
14815,2021-06-19 16:52:48+00:00,40.42338274822569
14816,2021-06-19 16:52:49+00:00,40.37904384991065
14817,2021-06-19 16:52:50+00:00,40.33249482844397
14818,2021-06-19 16:52:51+00:00,40.28627374860984
14819,2021-06-19 16:52:52+00:00,40.24165627301614
14820,2021-06-19 16:52:53+00:00,40.199322666505935
14821,2021-06-19 16:52:54+00:00,40.1532619318158
14822,2021-06-19 16:52:55+00:00,40.107948382217494
14823,2021-06-19 16:52:56+00:00,40.0602577296506
14824,2021-06-19 16:52:57+00:00,40.00673911509988
14825,2021-06-19 16:52:58+00:00,39.95510873939476
14826,2021-06-19 16:52:59+00:00,39.90345461032637
14827,2021-06-19 16:53:00+00:00,39.85245728646276
14828,2021-06-19 16:53:01+00:00,39.805334362115126
14829,2021-06-19 16:53:02+00:00,39.75901023578522
14830,2021-06-19 16:53:03+00:00,39.713772476031835
14831,2021-06-19 16:53:04+00:00,39.66883759448207
14832,2021-06-19 16:53:05+00:00,39.62563495469155
14833,2021-06-19 16:53:06+00:00,39.583343161701606
14834,2021-06-19 16:53:07+00:00,39.5428793992274
14835,2021-06-19 16:53:08+00:00,39.50996234063039
14836,2021-06-19 16:53:09+00:00,39.47704528203337
14837,2021-06-19 16:53:10+00:00,39.444063418128366
14838,2021-06-19 16:53:11+00:00,39.41289801871287
14839,2021-06-19 16:53:12+00:00,39.38049580258268
14840,2021-06-19 16:53:13+00:00,39.3578774010721
14841,2021-06-19 16:53:14+00:00,39.33001022578266
14842,2021-06-19 16:53:15+00:00,39.302143050493214
14843,2021-06-19 16:53:16+00:00,39.27427587520377
